,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1284,39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,7,No,21,4,3,9,3,4,3,2,2
1285,46,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,8,No,15,3,3,6,3,2,2,2,2
1286,40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,4,No,17,3,4,7,2,4,3,0,2
1287,42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5,No,18,3,3,10,2,0,0,0,0
1288,35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,2,No,14,3,3,15,3,7,7,1,7
1289,38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,5,No,13,3,4,13,3,11,10,3,8
1290,34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,4,No,17,3,3,11,2,7,1,0,7
1291,37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,1,No,15,3,2,10,1,10,3,0,8
1292,39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,2,No,18,3,4,7,3,2,1,2,2
1293,43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,4,No,13,3,3,7,2,3,2,1,2
1294,41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,3,No,12,3,1,11,1,3,2,1,2
1295,41,No,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,0,Yes,13,3,4,23,4,22,14,13,5
1296,30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9,No,14,3,2,9,3,7,7,0,2
1297,26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,0,Yes,11,3,3,6,3,5,1,1,4
1298,46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,4,No,22,4,4,13,4,9,7,3,7
1299,40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,4,No,17,3,4,12,3,5,3,0,3
1300,34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,1,No,21,4,3,10,3,10,8,4,8
1301,58,No,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,4,No,22,4,4,37,2,16,9,14,14
1302,35,No,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,0,No,16,3,2,6,4,5,4,0,3
1303,47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,8,Yes,12,3,3,28,3,22,11,14,10
1304,40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,2,No,12,3,2,15,3,7,4,7,7
1305,54,No,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,4,No,15,3,2,14,2,7,1,1,7
1306,31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,2,No,14,3,4,9,3,3,2,2,2
1307,28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,1,No,25,4,3,3,3,3,2,1,2
1308,38,No,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,2,Yes,20,4,1,20,2,4,2,0,3
1309,26,No,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,1,No,13,3,1,5,3,5,3,1,2
1310,58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,2,Yes,14,3,2,23,3,2,2,2,2
1311,18,No,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1,No,16,3,3,0,1,0,0,0,0
1312,31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,0,No,17,3,3,2,3,1,0,0,0
1313,29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,4,Yes,15,3,4,4,3,2,2,2,0
1314,45,No,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,4,No,22,4,2,10,4,8,7,5,7
1315,36,No,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,4,Yes,22,4,4,15,3,1,0,0,0
1316,43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married,1,No,20,4,3,7,3,7,7,7,7
1317,27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,0,Yes,14,3,3,6,2,5,4,0,2
1318,29,No,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,1,No,13,3,2,11,4,11,8,3,10
1319,32,No,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,8,No,13,3,3,4,4,0,0,0,0
1320,42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,3,No,22,4,2,10,2,6,3,3,3
1321,47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,4,No,12,3,3,7,3,2,2,2,0
1322,46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,3,No,14,3,3,12,2,9,8,4,7
1323,28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,1,No,15,3,2,3,3,3,2,2,2
1324,29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,8,No,17,3,4,11,3,7,0,1,6
1325,42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,4,No,13,3,4,8,3,0,0,0,0
1326,32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,7,Yes,12,3,3,7,2,2,2,2,2
1327,46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,2,No,12,3,4,25,3,19,17,2,8
1328,27,No,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,1,No,21,4,4,9,3,9,8,5,8
1329,29,No,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,1,No,11,3,4,1,3,1,0,0,0
1330,43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,7,No,13,3,4,21,3,16,12,6,14
1331,48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,4,No,12,3,4,29,3,22,10,12,9
1332,29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,1,Yes,24,4,2,1,2,1,0,1,0
1333,46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,5,No,21,4,3,14,3,8,7,0,7
1334,27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,0,No,19,3,4,8,2,7,6,7,3
1335,39,No,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,8,No,14,3,2,7,3,2,2,2,2
1336,55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,8,No,20,4,2,19,4,5,2,0,4
1337,28,No,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,3,1,Sales Representative,2,Married,1,No,19,3,4,1,3,1,0,0,0
1338,30,Yes,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1,No,13,3,3,1,2,1,0,0,0
1339,22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,1,Yes,23,4,1,1,3,1,0,0,0
1340,36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,2,2,Sales Executive,3,Married,1,Yes,13,3,1,10,3,10,9,1,7
1341,31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,1,No,11,3,1,10,3,10,8,0,2
1342,34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,2,Yes,13,3,4,9,3,5,3,1,0
1343,29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single,3,No,14,3,2,11,3,3,2,1,2
1344,37,No,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,5,Yes,22,4,3,16,3,5,3,0,4
1345,35,No,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married,0,Yes,11,3,4,4,3,3,2,0,2
1346,45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,0,No,13,3,4,10,2,9,8,3,8
1347,36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,2,2,Human Resources,4,Single,1,No,21,4,4,10,2,10,1,0,8
1348,40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,2,No,11,3,1,22,3,19,7,11,16
1349,26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,1,Yes,13,3,3,1,2,1,0,1,0
1350,27,No,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,0,No,14,3,2,9,2,8,7,0,7
1351,48,No,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,3,No,11,3,2,24,3,22,17,4,7
1352,44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,2,No,15,3,4,10,3,2,0,2,2
1353,34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,1,Yes,23,4,2,5,3,5,2,3,0
1354,56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,1,No,16,3,4,5,3,4,2,1,0
1355,36,No,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,2,No,16,3,3,12,1,4,2,1,3
1356,41,No,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,3,2,Sales Executive,2,Married,5,No,21,4,3,14,3,5,4,1,4
1357,42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married,9,No,13,3,2,18,4,13,7,5,7
1358,31,No,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,2,Yes,11,3,4,8,3,5,2,1,4
1359,34,No,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,3,Yes,12,3,3,9,2,4,2,0,1
1360,31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,8,No,12,3,2,4,2,2,2,2,2
1361,26,No,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married,0,No,18,3,1,8,3,7,7,7,7
1362,45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,4,No,12,3,3,12,3,4,2,0,3
1363,33,No,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,1,No,14,3,2,10,2,10,4,0,9
1364,28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married,1,Yes,12,3,3,7,3,7,7,0,7
1365,29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1,No,17,3,4,1,3,1,0,0,0
1366,39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,6,No,19,3,3,10,3,3,2,1,2
1367,27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,1,No,11,3,3,6,2,5,3,1,2
1368,34,No,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,2,2,Research Scientist,4,Married,1,Yes,15,3,2,16,3,15,10,6,11
1369,28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,3,Yes,11,3,4,6,3,2,0,2,2
1370,47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,8,No,18,3,3,16,4,8,7,1,7
1371,56,No,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,4,No,16,3,3,6,3,0,0,0,0
1372,39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,1,No,25,4,4,10,3,10,0,7,9
1373,38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,1,Yes,16,3,3,20,3,20,11,0,7
1374,58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,3,4,Manager,4,Married,4,Yes,13,3,3,29,2,1,0,0,0
1375,32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,3,Yes,14,3,1,8,3,4,1,0,3
1376,38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,2,No,19,3,4,10,4,5,2,0,3
1377,49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,3,No,15,3,4,28,3,5,4,4,3
1378,42,No,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,3,Yes,12,3,3,14,3,0,0,0,0
1379,27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,1,No,12,3,1,1,3,1,0,0,0
1380,35,No,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,0,No,16,3,4,6,1,5,3,0,4
1381,28,No,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,1,No,14,3,3,5,2,5,3,1,4
1382,31,No,Non-Travel,976,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,1,Yes,13,3,4,4,4,4,2,2,3
1383,36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,1,No,22,4,2,5,3,5,4,0,2
1384,34,No,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,1,No,21,4,1,14,2,14,8,2,1
1385,34,No,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,1,No,18,3,3,9,2,8,7,1,1
1386,26,No,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,0,No,13,3,4,8,2,7,7,7,6
1387,29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,0,No,12,3,1,6,2,5,3,0,2
1388,32,No,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced,5,No,18,3,2,9,3,5,1,1,2
1389,31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,1,No,21,4,2,10,3,10,8,8,7
1390,28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced,5,No,12,3,1,6,2,4,1,0,3
1391,38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,4,No,14,3,1,20,2,1,0,0,0
1392,35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,3,2,Sales Executive,4,Married,1,Yes,11,3,4,10,3,10,8,0,9
1393,27,No,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,1,No,14,3,1,7,3,7,7,0,7
1394,32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,8,No,24,4,2,8,3,1,0,0,0
1395,31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,1,Yes,11,3,3,10,3,10,7,0,8
1396,53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,3,3,Sales Executive,1,Single,6,Yes,13,3,2,15,2,2,2,2,2
1397,54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,3,No,11,3,3,9,2,4,3,2,3
1398,33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced,1,No,20,4,3,9,3,9,7,2,8
1399,43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,1,No,17,3,2,10,3,10,9,0,9
1400,38,No,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,0,Yes,11,3,2,7,3,6,2,1,2
1401,55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,4,5,Manager,2,Married,4,Yes,18,3,1,35,3,10,9,1,4
1402,31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1,Yes,11,3,3,1,3,1,0,0,0
1403,39,No,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,0,No,12,3,1,21,3,20,8,11,10
1404,42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,1,No,12,3,4,20,3,20,9,3,7
1405,31,No,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,4,No,20,4,3,13,4,11,7,4,8
1406,54,No,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,6,Yes,19,3,4,9,3,5,2,1,4
1407,24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,1,No,12,3,2,4,2,4,3,1,2
1408,23,No,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,1,No,13,3,3,5,4,5,2,1,4
1409,40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married,1,No,11,3,1,10,4,10,9,9,4
1410,40,No,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,92,3,2,Sales Executive,2,Married,3,No,14,3,3,15,3,11,8,5,10
1411,25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,3,1,Human Resources,2,Married,4,No,14,3,3,6,3,2,0,1,2
1412,30,No,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,1,No,13,3,3,12,2,12,8,1,7
1413,25,No,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced,6,Yes,19,3,3,7,2,2,2,0,2
1414,47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,2,No,23,4,2,25,3,17,14,12,11
1415,33,No,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,1,No,12,3,3,1,2,1,1,0,0
1416,38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,0,No,15,3,1,16,3,15,13,5,8
1417,31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,0,No,19,3,3,3,3,2,2,1,2
1418,38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,2,No,11,3,4,10,3,8,3,7,7
1419,42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,6,Yes,17,3,3,9,2,4,3,1,2
1420,41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,3,No,22,4,1,12,3,5,3,1,0
1421,47,No,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,0,No,18,3,1,14,1,13,8,5,12
1422,35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married,7,Yes,11,3,3,5,3,2,2,2,2
1423,22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,0,No,12,3,4,4,4,3,2,1,2
1424,35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,1,No,19,3,2,10,3,10,7,0,8
1425,33,No,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married,0,Yes,13,3,1,10,3,9,7,8,1
1426,32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,1,No,13,3,3,6,3,6,2,4,1
1427,40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,8,No,19,3,3,8,2,1,0,0,0
1428,32,No,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,0,No,14,3,2,3,3,2,2,2,2
1429,39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single,7,No,13,3,1,18,3,7,7,1,7
1430,38,No,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,3,No,12,3,1,20,3,18,16,1,11
1431,32,No,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,1,No,19,3,3,14,3,14,10,5,7
1432,37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,1,Yes,25,4,1,16,3,16,11,6,8
1433,25,No,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,0,Yes,22,4,2,6,2,5,3,0,4
1434,52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced,2,No,15,3,2,16,2,9,8,0,0
1435,44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,6,Yes,12,3,3,6,3,4,3,1,2
1436,21,No,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,1,Yes,11,3,4,2,3,2,2,1,2
1437,39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,2,No,13,3,3,21,2,6,0,1,3
1438,23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1,No,19,3,1,1,2,1,0,1,0
1439,36,No,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,0,No,19,3,3,10,3,9,7,3,4
1440,36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,7,No,13,3,2,18,3,4,2,0,2
1441,56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,3,2,Healthcare Representative,3,Divorced,1,No,21,4,1,13,2,13,12,1,9
1442,29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,9,Yes,14,3,2,4,4,2,2,2,2
1443,42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,5,No,11,3,1,24,2,22,6,4,14
1444,56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,8,No,11,3,4,14,1,10,9,9,8
1445,41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,0,No,23,4,3,21,3,20,7,0,10
1446,34,No,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,2,2,Sales Executive,3,Married,1,No,21,4,4,8,3,8,7,1,7
1447,36,No,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,1,No,24,4,1,15,2,15,12,11,11
1448,41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,2,No,11,3,3,14,3,5,4,0,4
1449,32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,78,3,1,Research Scientist,1,Single,1,No,14,3,4,4,3,4,2,1,2
1450,35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,1,Yes,16,3,3,9,3,9,0,1,7
1451,38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,1,No,11,3,3,10,3,10,7,1,9
1452,50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,7,No,12,3,4,12,3,6,3,0,1
